
__MAGICC 7.X DATA OUTPUT FILE__

OUTPUT:  DAT_SURFACE_TEMP
RUN:   SLR_AISSID_RCP85                                                                                                              
RUN_ID:                               1
DATE:   No Date specified.                                                                                                            
MAGICC-VERSION:   7.0.0.1 BETA, MAY 2016                                                                              

&THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS=          0,
 THISFILE_FIRSTYEAR=       1850,
 THISFILE_LASTYEAR=       2500,
 THISFILE_ANNUALSTEPS=          1,
 THISFILE_FIRSTDATAROW=         21,
 THISFILE_UNITS="K                                                                                                   ",
 THISFILE_DATTYPE="FOURBOXDATA                                                                                         ",
 /

   YEARS   GLOBAL    NH-OCEAN   NH-LAND   SH-OCEAN   SH-LAND
      2118      0.57560092E+01      0.51052692E+01      0.74887721E+01      0.50178399E+01      0.68646876E+01
      2119      0.57584812E+01      0.51383610E+01      0.73254395E+01      0.50550393E+01      0.69835586E+01
      2120      0.58455711E+01      0.50614102E+01      0.77976074E+01      0.51075917E+01      0.68834839E+01
      2121      0.58483998E+01      0.51127148E+01      0.76705195E+01      0.51129541E+01      0.70027288E+01
      2122      0.58528306E+01      0.51279711E+01      0.76389262E+01      0.50948767E+01      0.71339823E+01
      2123      0.58195632E+01      0.51192292E+01      0.76211421E+01      0.51411130E+01      0.67029266E+01
      2124      0.59930035E+01      0.52169307E+01      0.78383255E+01      0.53553841E+01      0.68444621E+01
      2125      0.60456121E+01      0.52780304E+01      0.76978760E+01      0.54409637E+01      0.71357015E+01
      2126      0.60888240E+01      0.52340936E+01      0.77713114E+01      0.53748658E+01      0.77703756E+01
      2127      0.60930938E+01      0.52956151E+01      0.78743795E+01      0.53879936E+01      0.73856023E+01
      2128      0.60672153E+01      0.53885579E+01      0.76726023E+01      0.54111610E+01      0.71988424E+01
      2129      0.61130935E+01      0.54163056E+01      0.78947525E+01      0.54152748E+01      0.70993652E+01
      2130      0.62318037E+01      0.55026888E+01      0.79709422E+01      0.55395784E+01      0.73713582E+01
      2131      0.63146943E+01      0.55424939E+01      0.79180450E+01      0.56597554E+01      0.77045542E+01
      2132      0.63341907E+01      0.55509845E+01      0.80640869E+01      0.56304055E+01      0.76851120E+01
      2133      0.64320636E+01      0.55974932E+01      0.84475683E+01      0.56828147E+01      0.75246607E+01
      2134      0.64159564E+01      0.56598878E+01      0.81262970E+01      0.57094986E+01      0.77410914E+01
      2135      0.65355192E+01      0.57858598E+01      0.84043783E+01      0.57722611E+01      0.77395935E+01
      2136      0.65863621E+01      0.57687764E+01      0.85805257E+01      0.57639799E+01      0.79498520E+01
      2137      0.66458134E+01      0.57755314E+01      0.87193934E+01      0.57696680E+01      0.81982651E+01
      2138      0.65237920E+01      0.57560964E+01      0.82978541E+01      0.57400745E+01      0.80442403E+01
      2139      0.65594798E+01      0.56960451E+01      0.87115885E+01      0.57347109E+01      0.77426885E+01
      2140      0.65123012E+01      0.56279896E+01      0.86110128E+01      0.57295369E+01      0.77019475E+01
      2141      0.65064395E+01      0.57771461E+01      0.82294261E+01      0.58652002E+01      0.74869868E+01
      2142      0.66210938E+01      0.57360449E+01      0.85172755E+01      0.59244600E+01      0.78938217E+01
      2143      0.66186901E+01      0.56727106E+01      0.86626155E+01      0.58249549E+01      0.81295013E+01
      2144      0.65582153E+01      0.56425507E+01      0.84891154E+01      0.58969752E+01      0.77129161E+01
      2145      0.67002390E+01      0.58295799E+01      0.84889196E+01      0.60432746E+01      0.79989929E+01
      2146      0.68334675E+01      0.59236612E+01      0.86879501E+01      0.61207526E+01      0.83184662E+01
      2147      0.68703197E+01      0.58269331E+01      0.90258255E+01      0.60847588E+01      0.83962479E+01
      2148      0.67728124E+01      0.57737817E+01      0.86942164E+01      0.61040716E+01      0.82049713E+01
      2149      0.67797395E+01      0.60294545E+01      0.82482885E+01      0.62023539E+01      0.80869268E+01
      2150      0.68967369E+01      0.61057475E+01      0.83419418E+01      0.62849781E+01      0.84923426E+01
      2151      0.69776312E+01      0.59849484E+01      0.89769770E+01      0.61787933E+01      0.87257868E+01
      2152      0.69236488E+01      0.59620838E+01      0.88344676E+01      0.61811237E+01      0.85510712E+01
      2153      0.69112207E+01      0.59201937E+01      0.88694941E+01      0.61620823E+01      0.85499827E+01
      2154      0.69162433E+01      0.59379012E+01      0.88114243E+01      0.62219350E+01      0.84398905E+01
      2155      0.70364052E+01      0.60350387E+01      0.90634460E+01      0.62805781E+01      0.85913518E+01
      2156      0.70440105E+01      0.60412883E+01      0.89371541E+01      0.63368130E+01      0.86875560E+01
      2157      0.70872200E+01      0.60621779E+01      0.90611979E+01      0.63758075E+01      0.86465988E+01
      2158      0.71846449E+01      0.60971062E+01      0.93821920E+01      0.64127553E+01      0.86970037E+01
      2159      0.72210118E+01      0.61450655E+01      0.91801300E+01      0.64918384E+01      0.90175171E+01
      2160      0.72007414E+01      0.60402786E+01      0.92281265E+01      0.64614840E+01      0.91320750E+01
      2161      0.71300328E+01      0.60384014E+01      0.91347300E+01      0.64760246E+01      0.85959371E+01
      2162      0.70939648E+01      0.60292993E+01      0.90450897E+01      0.64773931E+01      0.84517034E+01
      2163      0.72290577E+01      0.61196962E+01      0.93146566E+01      0.65786134E+01      0.85687205E+01
      2164      0.73878365E+01      0.61849708E+01      0.95325216E+01      0.66073370E+01      0.93568319E+01
      2165      0.73329890E+01      0.61629926E+01      0.93720093E+01      0.66140964E+01      0.91907730E+01
      2166      0.72211491E+01      0.61389851E+01      0.89330724E+01      0.66685296E+01      0.88650385E+01
      2167      0.73162380E+01      0.62390242E+01      0.91730423E+01      0.67268227E+01      0.87951152E+01
      2168      0.74411246E+01      0.62974430E+01      0.93239924E+01      0.67993533E+01      0.92484105E+01
      2169      0.74934622E+01      0.63118720E+01      0.94078980E+01      0.67924509E+01      0.95651677E+01
      2170      0.74990765E+01      0.63190385E+01      0.95428340E+01      0.68310161E+01      0.91838938E+01
      2171      0.74912171E+01      0.63765170E+01      0.94097214E+01      0.68170022E+01      0.92692363E+01
      2172      0.75523208E+01      0.63979944E+01      0.96664734E+01      0.68357389E+01      0.92078679E+01
      2173      0.74831086E+01      0.64127706E+01      0.93387070E+01      0.67888784E+01      0.93397115E+01
      2174      0.75588797E+01      0.64146454E+01      0.95576935E+01      0.69557912E+01      0.89902802E+01
      2175      0.76663860E+01      0.64730445E+01      0.96386871E+01      0.70071742E+01      0.94975713E+01
      2176      0.76867557E+01      0.63658154E+01      0.98831714E+01      0.70305942E+01      0.94106521E+01
      2177      0.75999283E+01      0.63466677E+01      0.95321916E+01      0.69996111E+01      0.94551241E+01
      2178      0.76897530E+01      0.64210700E+01      0.96217768E+01      0.71460287E+01      0.93751261E+01
      2179      0.78233448E+01      0.64333052E+01      0.98091896E+01      0.71763694E+01      0.10124673E+02
      2180      0.77401639E+01      0.64859666E+01      0.96210760E+01      0.71438699E+01      0.96855145E+01
      2181      0.77669387E+01      0.65566781E+01      0.96831626E+01      0.71811051E+01      0.94809651E+01
      2182      0.77965246E+01      0.65874996E+01      0.97321064E+01      0.72114153E+01      0.94656979E+01
      2183      0.78224918E+01      0.65856529E+01      0.97893087E+01      0.71718743E+01      0.97524503E+01
      2184      0.79133926E+01      0.66315961E+01      0.10019094E+02      0.72410450E+01      0.97714985E+01
      2185      0.79360253E+01      0.66374486E+01      0.98363581E+01      0.73169173E+01      0.10050930E+02
      2186      0.79177114E+01      0.65544176E+01      0.99586590E+01      0.72297840E+01      0.10189021E+02
      2187      0.78621379E+01      0.65655549E+01      0.10004854E+02      0.71956963E+01      0.96648347E+01
      2188      0.78264142E+01      0.66493389E+01      0.96472096E+01      0.72965446E+01      0.94291118E+01
      2189      0.79415208E+01      0.66781242E+01      0.97615061E+01      0.73626834E+01      0.99684619E+01
      2190      0.80102324E+01      0.67057934E+01      0.10079869E+02      0.73607467E+01      0.99169986E+01
      2191      0.80167994E+01      0.66529741E+01      0.10245436E+02      0.73169547E+01      0.99590310E+01
      2192      0.79333323E+01      0.66435707E+01      0.99880273E+01      0.72803302E+01      0.98426731E+01
      2193      0.80125458E+01      0.67063946E+01      0.10104891E+02      0.73578273E+01      0.98983100E+01
      2194      0.79933950E+01      0.67654534E+01      0.98008695E+01      0.74260878E+01      0.99040593E+01
      2195      0.80666126E+01      0.67370350E+01      0.10164858E+02      0.74082516E+01      0.10018980E+02
      2196      0.80025912E+01      0.67341262E+01      0.10064097E+02      0.74131050E+01      0.96005505E+01
      2197      0.80218910E+01      0.68084120E+01      0.97646887E+01      0.74929614E+01      0.98775917E+01
      2198      0.80769288E+01      0.67908393E+01      0.10100217E+02      0.74611486E+01      0.98989166E+01
      2199      0.80926450E+01      0.67103638E+01      0.10024198E+02      0.75296778E+01      0.10165097E+02
      2200      0.81849601E+01      0.67830870E+01      0.10161548E+02      0.76075958E+01      0.10275614E+02
      2201      0.82185239E+01      0.68679953E+01      0.99894194E+01      0.76668205E+01      0.10482220E+02
      2202      0.82632340E+01      0.68370884E+01      0.10337667E+02      0.76460945E+01      0.10374866E+02
      2203      0.81321791E+01      0.67181995E+01      0.10008812E+02      0.75714483E+01      0.10393606E+02
      2204      0.81582751E+01      0.67026606E+01      0.10253144E+02      0.75640953E+01      0.10224053E+02
      2205      0.81529766E+01      0.67562197E+01      0.10247311E+02      0.75814709E+01      0.99719676E+01
      2206      0.82490867E+01      0.68359790E+01      0.10397205E+02      0.76394224E+01      0.10149219E+02
      2207      0.83207630E+01      0.67652634E+01      0.10479518E+02      0.76959315E+01      0.10649951E+02
      2208      0.81671625E+01      0.67617600E+01      0.10052150E+02      0.76718133E+01      0.10142233E+02
      2209      0.82514520E+01      0.68788561E+01      0.10219514E+02      0.76803070E+01      0.10254900E+02
      2210      0.82844569E+01      0.68524754E+01      0.10480906E+02      0.77043015E+01      0.10029044E+02
      2211      0.83396598E+01      0.70107105E+01      0.10378674E+02      0.77585663E+01      0.10118081E+02
      2212      0.84255061E+01      0.70174738E+01      0.10663997E+02      0.77898895E+01      0.10228505E+02
      2213      0.83025735E+01      0.69184019E+01      0.10411328E+02      0.76758281E+01      0.10265771E+02
      2214      0.83896202E+01      0.69175442E+01      0.10529961E+02      0.78256563E+01      0.10296251E+02
      2215      0.83636252E+01      0.69601847E+01      0.10465683E+02      0.77167538E+01      0.10469147E+02
      2216      0.84174497E+01      0.70579782E+01      0.10507122E+02      0.77783920E+01      0.10396911E+02
      2217      0.84362187E+01      0.70481015E+01      0.10566503E+02      0.78131393E+01      0.10353463E+02
      2218      0.83897481E+01      0.70240485E+01      0.10333090E+02      0.78102693E+01      0.10454940E+02
      2219      0.84434931E+01      0.69580265E+01      0.10664318E+02      0.78178216E+01      0.10458276E+02
      2220      0.84475172E+01      0.70421818E+01      0.10443877E+02      0.78437735E+01      0.10607427E+02
      2221      0.84180209E+01      0.69794592E+01      0.10431319E+02      0.78096034E+01      0.10653405E+02
      2222      0.84238124E+01      0.69516325E+01      0.10575254E+02      0.78347039E+01      0.10403121E+02
      2223      0.84085153E+01      0.69397110E+01      0.10417250E+02      0.78315080E+01      0.10618390E+02
      2224      0.83603272E+01      0.70049701E+01      0.10076596E+02      0.79135342E+01      0.10351950E+02
      2225      0.85840278E+01      0.71614754E+01      0.10832148E+02      0.79220577E+01      0.10507011E+02
      2226      0.85714685E+01      0.71969407E+01      0.10574674E+02      0.79480877E+01      0.10706472E+02
      2227      0.85182760E+01      0.70590358E+01      0.10574891E+02      0.79261558E+01      0.10662828E+02
      2228      0.85512691E+01      0.71687661E+01      0.10483352E+02      0.79965161E+01      0.10592373E+02
      2229      0.86219669E+01      0.71648673E+01      0.10717123E+02      0.79865305E+01      0.10846476E+02
      2230      0.85569427E+01      0.70355443E+01      0.10638256E+02      0.79347311E+01      0.10936974E+02
      2231      0.84611654E+01      0.69945295E+01      0.10540284E+02      0.78541130E+01      0.10637311E+02
      2232      0.84767197E+01      0.70747149E+01      0.10537054E+02      0.79022145E+01      0.10389488E+02
      2233      0.85315030E+01      0.71565601E+01      0.10588563E+02      0.79568770E+01      0.10376533E+02
      2234      0.86160290E+01      0.72017040E+01      0.10568602E+02      0.80499723E+01      0.10746566E+02
      2235      0.87139516E+01      0.71815272E+01      0.10881847E+02      0.80539165E+01      0.11093560E+02
      2236      0.85750718E+01      0.70830433E+01      0.10803514E+02      0.79307833E+01      0.10662780E+02
      2237      0.85807250E+01      0.71652769E+01      0.10788025E+02      0.79729512E+01      0.10361844E+02
      2238      0.85751848E+01      0.71357632E+01      0.10539050E+02      0.80681932E+01      0.10530255E+02
      2239      0.86486777E+01      0.71431238E+01      0.10859773E+02      0.80344501E+01      0.10695348E+02
      2240      0.86677667E+01      0.72072641E+01      0.10659569E+02      0.80596463E+01      0.11005623E+02
      2241      0.86613558E+01      0.72457247E+01      0.10708999E+02      0.80606646E+01      0.10735650E+02
      2242      0.86784533E+01      0.71916244E+01      0.10862445E+02      0.80423525E+01      0.10809899E+02
      2243      0.87154526E+01      0.72501692E+01      0.10846828E+02      0.80607942E+01      0.10962437E+02
      2244      0.86886660E+01      0.71703924E+01      0.10794661E+02      0.80678086E+01      0.11005609E+02
      2245      0.86563827E+01      0.71721127E+01      0.10674872E+02      0.81110803E+01      0.10770192E+02
      2246      0.87598015E+01      0.73075926E+01      0.10748695E+02      0.81565350E+01      0.11062309E+02
      2247      0.87257739E+01      0.72037267E+01      0.10882684E+02      0.81163246E+01      0.10908393E+02
      2248      0.87077021E+01      0.72573540E+01      0.10783209E+02      0.81002411E+01      0.10847622E+02
      2249      0.87643840E+01      0.73264921E+01      0.10910756E+02      0.81330962E+01      0.10817805E+02
      2250      0.87226715E+01      0.72082144E+01      0.10775702E+02      0.81233856E+01      0.11053853E+02
      2251      0.86715185E+01      0.72194378E+01      0.10768014E+02      0.81206724E+01      0.10561266E+02
      2252      0.87886620E+01      0.72468590E+01      0.10952706E+02      0.82173331E+01      0.10868172E+02
      2253      0.88191131E+01      0.72901486E+01      0.10955705E+02      0.82303061E+01      0.10983818E+02
      2254      0.87963084E+01      0.72674630E+01      0.10955035E+02      0.82175534E+01      0.10878602E+02
      2255      0.87426645E+01      0.72380939E+01      0.10789976E+02      0.82096190E+01      0.10808790E+02
      2256      0.87622642E+01      0.72935048E+01      0.10795905E+02      0.82128433E+01      0.10818426E+02
      2257      0.88369411E+01      0.73361640E+01      0.10974103E+02      0.82806766E+01      0.10800235E+02
      2258      0.88197116E+01      0.71945086E+01      0.11113348E+02      0.81911113E+01      0.11085828E+02
      2259      0.87324898E+01      0.72045471E+01      0.10717153E+02      0.82038016E+01      0.10972070E+02
      2260      0.87156165E+01      0.71794229E+01      0.10652617E+02      0.82100274E+01      0.10986414E+02
      2261      0.87879044E+01      0.73085602E+01      0.10555815E+02      0.82947344E+01      0.11193149E+02
      2262      0.88445354E+01      0.73689870E+01      0.10892380E+02      0.82818630E+01      0.10940891E+02
      2263      0.88536136E+01      0.72930695E+01      0.10975442E+02      0.82717936E+01      0.11108782E+02
      2264      0.88223358E+01      0.72673229E+01      0.10854350E+02      0.83153184E+01      0.10960456E+02
      2265      0.88397677E+01      0.72684892E+01      0.10640355E+02      0.83855109E+01      0.11287185E+02
      2266      0.88804110E+01      0.71438341E+01      0.11158433E+02      0.82978697E+01      0.11312091E+02
      2267      0.88109722E+01      0.71673809E+01      0.10887604E+02      0.83572673E+01      0.10903946E+02
      2268      0.88341403E+01      0.71771692E+01      0.10962135E+02      0.83244423E+01      0.11071982E+02
      2269      0.88053189E+01      0.72249291E+01      0.10750423E+02      0.83469380E+01      0.11004382E+02
      2270      0.87963351E+01      0.72594780E+01      0.10724997E+02      0.83293856E+01      0.10940285E+02
      2271      0.88350655E+01      0.72717731E+01      0.10791337E+02      0.83575667E+01      0.11036493E+02
      2272      0.88394942E+01      0.72719702E+01      0.10921591E+02      0.82990847E+01      0.11037622E+02
      2273      0.87851780E+01      0.73570173E+01      0.10638193E+02      0.83361101E+01      0.10712944E+02
      2274      0.89624020E+01      0.74758410E+01      0.10933750E+02      0.83939040E+01      0.11264081E+02
      2275      0.89246081E+01      0.74177724E+01      0.11068225E+02      0.83186244E+01      0.11078763E+02
      2276      0.89375558E+01      0.74575594E+01      0.11047827E+02      0.83697039E+01      0.10940827E+02
      2277      0.90040604E+01      0.74422037E+01      0.11194185E+02      0.83609406E+01      0.11356866E+02
      2278      0.90136028E+01      0.73929773E+01      0.11332387E+02      0.83797791E+01      0.11236432E+02
      2279      0.89689916E+01      0.74270408E+01      0.11067753E+02      0.84064260E+01      0.11146508E+02
      2280      0.90464139E+01      0.74984076E+01      0.11271037E+02      0.83604271E+01      0.11453232E+02
      2281      0.90612966E+01      0.75367314E+01      0.11323470E+02      0.83412902E+01      0.11456249E+02
      2282      0.89841181E+01      0.75541076E+01      0.10849300E+02      0.84860080E+01      0.11077150E+02
      2283      0.90041922E+01      0.74463420E+01      0.11169399E+02      0.83858038E+01      0.11302730E+02
      2284      0.89363248E+01      0.73933771E+01      0.11051388E+02      0.83510164E+01      0.11169547E+02
      2285      0.89507812E+01      0.73819181E+01      0.10936510E+02      0.84142475E+01      0.11330763E+02
      2286      0.89926530E+01      0.74126686E+01      0.11000423E+02      0.84037325E+01      0.11556342E+02
      2287      0.89690042E+01      0.74097999E+01      0.11043904E+02      0.84412987E+01      0.11110757E+02
      2288      0.89630821E+01      0.75089970E+01      0.10898116E+02      0.84429318E+01      0.11065814E+02
      2289      0.90424552E+01      0.74863261E+01      0.11101483E+02      0.84764994E+01      0.11351353E+02
      2290      0.90733451E+01      0.75479283E+01      0.11151386E+02      0.84632455E+01      0.11425456E+02
      2291      0.91132376E+01      0.74838245E+01      0.11396032E+02      0.85281195E+01      0.11249092E+02
      2292      0.89887900E+01      0.74259964E+01      0.11105899E+02      0.84441098E+01      0.11119895E+02
      2293      0.90431083E+01      0.75756437E+01      0.11128286E+02      0.84659907E+01      0.11096812E+02
      2294      0.90432260E+01      0.75296962E+01      0.11120884E+02      0.84947305E+01      0.11131523E+02
      2295      0.90410162E+01      0.74590762E+01      0.11255311E+02      0.84720694E+01      0.11121919E+02
      2296      0.90639484E+01      0.75195513E+01      0.11157120E+02      0.85102727E+01      0.11225960E+02
      2297      0.90871119E+01      0.75947722E+01      0.11140201E+02      0.85532041E+01      0.11111144E+02
      2298      0.90773565E+01      0.74932350E+01      0.11197425E+02      0.85288854E+01      0.11275709E+02
      2299      0.90644075E+01      0.74875177E+01      0.11110836E+02      0.85126290E+01      0.11402508E+02
      2300      0.90900562E+01      0.75360243E+01      0.11082419E+02      0.85820707E+01      0.11308412E+02
      2301      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2302      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2303      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2304      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2305      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2306      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2307      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2308      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2309      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2310      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2311      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2312      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2313      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2314      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2315      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2316      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2317      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2318      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2319      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2320      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2321      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2322      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2323      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2324      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2325      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2326      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2327      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2328      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2329      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2330      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2331      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2332      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2333      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2334      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2335      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2336      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2337      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2338      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2339      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2340      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2341      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2342      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2343      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2344      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2345      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2346      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2347      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2348      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2349      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2350      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2351      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2352      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2353      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2354      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2355      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2356      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2357      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2358      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2359      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2360      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2361      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2362      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2363      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2364      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2365      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2366      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2367      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2368      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2369      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2370      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2371      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2372      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2373      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2374      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2375      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2376      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2377      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2378      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2379      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2380      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2381      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2382      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2383      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2384      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2385      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2386      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2387      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2388      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2389      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2390      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2391      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2392      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2393      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2394      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2395      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
